County,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Vehicle Age,Is Luxury Brand
Douglas,98802,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,12,PUD NO 1 OF DOUGLAS COUNTY,5,0
King,98040,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Island,98260,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,10,PUGET SOUND ENERGY INC,10,1
Whatcom,98229,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,6,1
Douglas,98802,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,12,PUD NO 1 OF DOUGLAS COUNTY,11,1
King,98144,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98052,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Kitsap,98383,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,11,1
King,98117,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Chelan,98831,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,12,PUD NO 1 OF CHELAN COUNTY,6,1
King,98115,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Whatcom,98225,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,11,1
King,98004,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98042,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Snohomish,98037,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,32,PUGET SOUND ENERGY INC,6,1
King,98028,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Benton,99352,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,8,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),5,1
Benton,99338,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,8,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,6,0
Whatcom,98264,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,11,1
Mason,98584,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,10,1
Spokane,99016,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,4,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,11,1
Snohomish,98203,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,38,PUGET SOUND ENERGY INC,11,1
Snohomish,98290,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,10,1
Benton,99338,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,16,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,6,1
Okanogan,98862,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,12,"OKANOGAN COUNTY ELEC COOP, INC",5,0
Pierce,98333,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,11,1
Pacific,98634,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,7,1
Pierce,98446,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,29,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,12,1
King,98006,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,110950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),14,1
Grant,98837,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,13,PUD NO 2 OF GRANT COUNTY,8,1
King,98107,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Snohomish,98272,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,10,1
King,98055,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98403,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,10,1
Pierce,98406,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),0,100,32995,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,14,0
King,98117,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Kitsap,98312,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,35,PUGET SOUND ENERGY INC,6,1
King,98107,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Pierce,98387,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,29,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
King,98011,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98321,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98014,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98053,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Skagit,98273,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,40,PUGET SOUND ENERGY INC,11,1
King,98136,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
Snohomish,98087,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,21,PUGET SOUND ENERGY INC,6,1
King,98126,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
Snohomish,98271,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,38,PUGET SOUND ENERGY INC,10,1
Snohomish,98037,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,PUGET SOUND ENERGY INC,11,1
Benton,99337,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,8,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,8,1
Pierce,98338,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,2,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",5,0
Benton,99338,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,8,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,8,1
King,98053,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98074,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Snohomish,98087,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,PUGET SOUND ENERGY INC,11,1
Snohomish,98258,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,10,1
King,98038,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Pierce,98373,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,5,1
